listing_id,Comment,decoded_model_output,location,cleanliness,accuracy,check-in,communication,value
620965,Comfortable and welcoming place to stay for travelers! Hajnal and her friends and family are all very friendly and had great local tips for me. Would definitely recommend; space is just as described and shown in the photos. Also cute birds are a plus :),"place:positive, space:positive, birds:positive",1,1,1,-1,-1,-1
620965,"I spent more than a month at Hajnal's place. She was a super warm and welcoming host. I I also got a chance to sample her cooking, which was great. The room was cozy and beautiful. The house is equipped with all the necessities to keep you comfortable for a long stay. The place is conveniently located next to a TTC bus stop. There are many restaurants, cafes and grocery stores next to the house. I highly recommend the  place to anyone visiting Toronto.","host:positive, room:positive, house:positive, food:positive, place:positive",1,1,1,-1,1,-1
620965,"Hajnal is a wonderful host. Very cooperative, understanding and helpful. I enjoyed my stay and she made sure I was comfortable and given privacy as well. As a new immigrant, she gave me useful tips for various queries. I definitely recommend this place for short/long term stays.","host:positive, stay:positive",-1,-1,1,-1,1,-1
620965,"This has been my first ever experience of Airbnb. I must admit that my maiden stay couldn't have been any better. Everything is good about this place. The location, the house, and definitely the host. I fully recommend the place to anyone who is considering a stay in and around Scarborough.","location:positive, house:positive, host:positive",1,-1,1,-1,1,-1
620965,"I had to extend my stay due to COVID-19 related travel restrictions. However, i don't regret cause Hajnal's place is great! Highly recommend place for anyone looking for a decent place at an affordable price.","place:positive, price:positive",1,-1,-1,-1,-1,1
620965,"Perfect! No issues at all. In addition, Hajnal has an amazing tenant named Ahmed in the basement. On many evenings, you, Hajnal, and Ahmed might be in for a movie in the spacious & cozy living space.","living space:positive, tenant:positive",-1,-1,1,-1,1,-1
620965,"This is a great place, Airbnb Superhost",place:positive,1,-1,-1,-1,-1,-1
620965,I had a wonderful stay here and this is truly a home away from home. Convenient location and a cozy room. Thank you so much for everything Hajnal ♥️,"location:positive, room:positive",1,-1,1,-1,-1,-1
620965,Probably one of the best options to stay if you’re new to Canada or figuring out things on your own. Felt like staying with family! And made new friends,noaspectterm:none,-1,0,-1,-1,-1,-1
26654,"My friends and I absolutely loved our stay at this apartment. The location is great - walking distance to local restaurants, shops, bars etc. The building is very secure, and had good additional facilities e.g. free wifi within the apartment, computers downstairs, pool, gym, rooftop. We loved the apartment. It was beautifully furnished, it felt like a home away from home. The hosts were so helpful and responsive before and during our stay. We had to delay our check in date due to a flight cancellation and Shannon Leigh was really accommodating with the last minute change in plans. I would highly recommend staying at this apartment. We've stayed in others all over the world and this is one of the best!","location:positive, facilities:positive, hosts:positive",1,-1,-1,-1,1,-1
26654,"Stayed at the condo over the may long weekend with a friend. The condo was great. Location was perfect, right around everything. Great place to rent out if you staying downtown Toronto.","location:positive, place:positive",1,-1,-1,-1,-1,-1
26654,"Ideal location and great facilities. Shannon and her team were outstanding hosts and were readily available to answer questions. Everything was as described, looking forward to my next stay with them.","location:positive, facilities:positive",1,-1,-1,-1,-1,-1
26654,"The condo was beautiful and clean, great location. Shannon-Leigh was easy to contact and made sure our stay was enjoyable and without any hassles. I would definitely stay here again.","condo:positive, location:positive",1,-1,1,-1,-1,-1
26654,This is a great place to stay in downtown Toronto. Very clean and views of the CN tower and Rogers center make this short term rental ideal for the weekend traveler. Highly Recommended!,"place:positive, CN tower:positive, Rogers center:positive",1,1,-1,-1,1,-1
26654,The unit is a great place to stay and is within walking distance to great restaurants and historical landmarks.   Thank you To Shannon-Leigh and we would love to stay in this unit again in the near future.,"place:positive, place:positive",1,-1,-1,-1,-1,-1
26654,"I had such a great time staying here! Location was excellent, the property was beautiful. And Shannon was an outstanding host. ","Location:positive, property:positive, host:positive",1,-1,-1,1,1,-1
26654,Booked this unit for a birthday celebration and city fix. It totally lived up to my expectations. Shannon was a great host and sent a bottle of wine for my birthday! Great view and location. We walked everywhere. Highly recommend this unit for any length of stay. ,"host:positive, bottle of wine:positive, location:positive",1,-1,-1,1,1,-1
26654,The place is what you pay for. I was not impressed with the response from the owner after being told that I would be receiving a call back. The tedious process of providing deposits could have been arranged and made less confusing for guests. ,"place:negative, owner:negative, deposits:negative",0,-1,-1,-1,0,-1
26654,"The listing was accurate: incredible location and very clean apartment. There's also an amazing view of the CN tower. I stayed here with 4 friends and there was ample space for everyone. Our host was super welcoming however there was no wifi in the apartment for our first night there which made things tough considering we were coming from abroad. The parking was 9.95 per day in the listing but our host quoted us 15 per day when we got there. Otherwise, it was a positive experience! ","location:positive, apartment:positive, parking:negative, host:positive",0,-1,1,-1,1,-1
26654,"We had an excellent stay. The room was comfortable, the gym facilities were first-rate, and the host was obliging and attentive.  I accidentally left something of importance in the room, and she shipped it back to me (internationally!)  I fully intent to stay here again when I next return to Toronto.  ","room:positive, gym facilities:positive, host:positive",-1,1,1,-1,1,-1
26654,Excellent apartment and location beside CN tower and sporting arenas. Host was very accommodating and made check in and check out process very easy. Recommend this apartment highly.,"location:positive, check in:positive, check out:positive",1,1,-1,1,-1,-1
26654,"Lovely host & great, very central apartment. Stay was clouded by unforeseen maintenance issues causing us delays/concerns initially but Adel compensated us for this, was very apologetic & helpful. ","host:positive, apartment:positive, maintenance:negative",-1,0,1,-1,1,-1
26654,Great experience.  Walking distance to many great restaurants.  Check in and check out was efficient.  Highly recommend! ,"check in:positive, check out:positive",-1,1,-1,1,-1,-1
26654,"The location is great and the hosts were very nice. The address listed on the website isn't correct (it's the address for the Marriott) but the apartment is literally across the street so it wasn't a problem. The space was otherwise as listed and pictured in the ad. While I never met Adel, Shannon was more than helpful with my check in. I was unfortunately over an hour late due to traffic from a Blue Jays game but she was very patient and helped answer all the questions I had. They also gave me an extra hour to check out even though I didn't need it and a complimentary bottle of wine. If I am ever in Toronto again I will likely choose this place again. ","location:positive, hosts:positive",1,-1,-1,-1,1,-1
26654,"Except for check in, I enjoyed my stay at Adel's Apartment. Adel was out of town during my stay and the apartment was not ready for check in as agreed at 6 pm. She showed great concern and promised to take measures for future Airbnb customers.The apartment is very nice, fully equipped, comfortable, well located in downtown, with gym access.","apartment:positive, check in:negative",-1,-1,1,0,-1,-1
26654,The space was fantastic and appears exactly as it is portrayed. I would certainly stay here again!,space:positive,-1,-1,1,-1,-1,-1
26654,"The apartment was very nice,  minutes walk from cn tower, metro convention center. The view from the balcony gets you Rogers center. Comfortable beds and couch for watching cable tv. Shannon was always available and attentive to everything we needed.","apartment:positive, view:positive, cable tv:positive, Shannon: always available",1,1,1,-1,0,-1
26654,I was really impressed with the apartment and the customer service that we received. We had a small issue with the sink and as soon as I called it was taken care of. Place was clean and extra bedding was brought to us the next day. Excellent location and perfect accommodations. Thank you for a great stay!,"place:positive, customer service:positive, place:positive, accommodations:positive",1,-1,-1,1,1,-1
26654,Adel was responsive in helping to set up the details of my stay.  She was able to work with me getting in late on our check in date and leaving out early in the morning on my checkout date.  Getting access to the condo was simple and easy.  The condo was very nice and does have a great view of the CN tower.  I would definitely stay here again in my future visits to Toronto.,"condo:positive, access:positive, condo:positive",-1,-1,1,1,-1,-1
26654,"Great apartment, clean, very comfortable with everything we needed (and more) to make our 10 night stay in downtown Toronto just perfect","apartment:positive, stay:positive",-1,-1,1,-1,-1,-1
26654,The host was amazing. We never met in person but had great communication throughout our stay! Was perfect.,host:positive,-1,-1,-1,-1,1,-1
26654,"This place is in a great location for getting around the city. The building is nice, the condo is very clean and comfortable.  Communication with the host was quick and easy!","building:positive, condo:positive, communication:positive",1,-1,1,1,-1,-1
26654,Great place! Recommend it!,place:positive,1,-1,-1,-1,-1,-1
26654,"I stayed in this place for 8 weeks, and lived every minute of it. Close to everything one would need.",place:positive,1,-1,-1,-1,-1,-1
26654,Great location and spotlessly clean. Had a great time here,location:positive,1,-1,-1,-1,-1,-1
26654,This is an excellent location both inside and out.  Inside is very spacious and clean.  The building is very secure but easily accessible.  Outside there are so many attractions and/or services within a short walking distance.  I would highly recommend this place.,"location:positive, building:positive, services:positive",1,-1,-1,1,-1,-1
26654,"Adela's place was fantastic! My best friend and I visited Toronto for Labor Day weekend and Adela's place made our trip that much better. The condo is in a perfect downtown location with a great view of the CN Tower, from both the balcony and the bedroom. It was quiet and very clean. Adela was a great host. She greeted us with a bottle of wine and gave a long list of suggestions of activities, restaurants and nightlife. Everything she suggested exceeded expectations. I definitely recommend Adela's place.","condo:positive, location:positive, wine:positive, recommendations:positive",1,1,1,-1,1,-1
26654,"We were very pleased with our stay at Adela's. It is a full-sized one-bedroom apartment with lots of amenities - nothing bare-bones about the place. Comfortable bed, lots of plush towels and pillows, no shortage of anything. The location was very convenient for us. Adela and her associates were very attentive to our needs, including getting a needed second key. We'll be back!","place:positive, amenities:positive, place:positive",1,-1,-1,-1,-1,-1
26654,Great stay in an excellent location. Nice balcony with views of the CN Tower.,"location:positive, balcony:positive, CN Tower:positive",1,1,-1,-1,1,-1
96336,John's place was an amazing oasis away from home. Well located and very comfortable. The hot tub was a welcomed surprise. We enjoyed the place so much we extended our stay a few more days. I would definitely want to stay here again the next time we're in Toronto. Everything was perfect :),"place:positive, hot tub:positive",1,1,-1,-1,-1,-1
96336,"John and Brens place was lovely! Very homey and cozy, just we what we needed :)",place:positive,1,-1,-1,-1,-1,-1
96336,"My husband, brother, cousin and I stayed at John and Brenda's lovely home for 4 days for a family wedding. It was perfect for the four of us! Though it was winter, the location was so amazingly convenient to walk everywhere for delicious restaurants, boutique shops and public transit (though we rented a car.) Staying at their home was more like staying at a friend's immaculately tidy and modern home. Did I mention the iphone and ipod chargers EVERYWHERE throughout the house? Just another fun convenient bonus. It was easy access to downtown, freeways, and airport. Everyone enjoyed their stay and thanked me for booking such a comfy and affordable find. John and Brenda were accommodating to our super early check in time and later check out time. They left straightforward house instructions, including the use of the lock box for the keys, and helpful tips. We would definitely stay again if there was a group of us. The only thing to note is the amount of stairs (7 half flights!) if there is someone with bad knees (my cousin) or mobility issues in your party. Thank you again John and Brenda!","location:positive, house instructions:positive, house:positive",1,-1,1,-1,-1,-1
96336,"John & Brenda were great hosts! Their communication was excellent and replied promptly to all my questions. The home was well equipped, tidy, clutter-free and had all of the conveniences of home. The outdoor space and hot tub were a bonus. The neighborhood is excellent with close proximity to the park, restaurants, shopping and public transportation. We stayed with our 10 month old daughter and although there are several staircases, the home was quite kid-friendly. I would highly recommend this property to anyone visiting Toronto!","host:positive, home:positive, neighborhood:positive, amenities:positive",1,-1,1,-1,1,-1
96336,"Beautifully kept home in prime location in Toronto.  John and Brenda were so easy to communicate with, and fast to respond to questions.  Highly recommend!","location:positive, John:positive, Brenda:positive",1,1,-1,-1,1,-1
96336,"John & Brenda's home was a wonderful place for us to stay on our first visit to Toronto! They were excellent hosts who communicated with us quickly to answer our questions. Upon arrival receiving the keys was simple. They also provided us with a list of tips so we could make ourselves comfortable & more easily find what we needed around the neighborhood. Speaking of, the location was exactly were we hoped to be. Everything including restaurants, bars, shops & Rogers Centre was within walking distance. We will certainly make our way back to town & would definitely stay here again. Thanks John & Brenda!","host:positive, location:positive",1,-1,-1,-1,1,-1
96336,John and Brenda's house is a great place to stay in Toronto. The house is very close to the city centre in a very friendly area with a streetcar stop just around the corner. Inside is spotlessly clean and we were all able to feel at home as soon as we arrived. Everything we needed for our 5 night stay was there and we were very impressed with some of the hi- tech gadgets. John was great to deal with and a great help with holiday plans. We highly recommend John and Brenda's house for your next visit to Toronto.,"house:positive, area:positive, streetcar stop:positive",1,1,1,-1,-1,-1
96336,Great experience with airbnb. First time to use this and would highly recommend it. We had good communication with John and Brens. The house was lovely and homely and we would stay here again. House was in a great location. The house was spotless on arrival.,"house:positive, location:positive",1,-1,1,-1,-1,-1
96336,"Such a nice experience at John's house. A lot of space, nicely decorated, completely quite though just a couple minutes walking from a bustling and intense street. Very easy and fast connection with city center (less than ten minutes with a streetcat). The parking space at the entrance was a plus for us. John is a perfect host, prompt to solve any doubt.","space:positive, connection:positive, parking space:positive",1,-1,1,1,-1,-1
96336,This was a great place to stay.  The apartment was even nicer than we expected.  John and Brenda were great host.  I would highly recommend this property to anyone coming to Toronto.  ,"place:positive, host:positive",1,-1,-1,-1,1,-1
96336,"It was our first time with Airbnb and John and Brenda have made it very easy and pleasant. We really enjoyed our experience. The house is a great place to stay in Toronto, lot of space and the backyard was much appreciated. The location is perfect, few minutes from transport and downtown plus rental bike are only one block away! We highly recommend this place, John and Brenda were great host and they gave us all the information we needed to know.","house:positive, location:positive, backyard:positive, location:positive",1,1,1,-1,-1,-1
96336,"We stayed at this property for 4 nights while visiting the Toronto Area. The house is located close to nearby attractions and in a neighborhood with very interesting restaurants, bars, and stores. Even though this is a split unit house it's easy to move around and safe for a 2 yrs old and comfortable for a great grandmother. We'll definitely recommend this property because of its locations, neatness, great hosts and beauty.","property:positive, locations:positive, hosts:positive",1,-1,-1,-1,1,-1
96336,Our family of 5 had an excellent experience staying at John's home  for 4 days.  Location was fantastic and communicating with John prior to booking and during the stay was excellent.  Highly recommend this Airbnb offering in Toronto.,"Location:positive, stay:positive",-1,-1,1,1,-1,-1
96336,"Lovely house, great location and super helpfull hosts! ","house:positive, location:positive, hosts:positive",1,-1,1,-1,1,-1
96336,"Lovely clean, modern home in a PERFECT location. Stayed here on Thanksgiving Weekend with our two grown sons. We cooked a few meals including a turkey dinner, hung out, played cards. Located near lots of shopping, dining and public transit. Could not be happier with our stay. Thanks a bunch John and Brenda. Will definitely be recommending this place to all our friends.  ","home:positive, location:positive",1,-1,1,-1,-1,-1
96336,House was great.  Listing was as described and fit the bill for myself and 2 co-workers. Owners were great communicators.  Having a parking spot is a major bonus.   LOVED the neighborhood.  So many choices on good places to eat and grab morning coffee's that it could be overwhelming.  ,"Owners:positive, neighborhood:positive, parking spot:positive",1,-1,-1,-1,1,-1
96336,"John and Brens house is very nice in a great location, in the heart of a lively neighbourhood. It is perfect for a stay of a few days to enjoy the Toronto City life. Everything had been ideally prepared for our stay.","location:positive, neighbourhood:positive",1,-1,-1,-1,-1,-1
96336,"Ce fut un plaisir de pouvoir louer la maison de John et Brenda à nouveau cette année. Elle est parfaite pour nos besoins. Tout s'est passé comme prévu, la communication avec les hôtes a été efficace, rapide et courtoise et nous n'avons pas eu de mauvaises surprises. Tout était parfait! C'est vraiment une très charmante demeure, bien située, propre, spacieuse, etc. Nous adorons cette maison et espérons pouvoir y habiter à nouveau lors de futurs séjours à Toronto. Je vous la recommande. ","maison:positive, communication:positive, hôtes:positive, séjour:positive",-1,1,-1,1,-1,-1
96336,"We thoroughly enjoyed staying at John's and Brenda's place. It is superbly located near all of Queen Street West's shops, cafés and restaurants, and the house itself is very modern and well decorated, with all the modern conveniences you could hope for. John and Brenda were very communicative and responsive, which made our stay all the better.","place:positive, place:positive",1,-1,-1,-1,-1,-1
96336,John was an amazing host. He accommodated to our extremely last minute request and completely saved us. The property is just as clean and beautiful as it is in the pictures. I've never been to a place on Air BnB that was so stocked and prepared. I truly wish we never had to leave. Hopefully we'll be back again soon for a longer stay. ,"host:positive, property:positive",1,-1,-1,-1,1,-1
96336,"This is a great place in a great part of town.  It was perfect for 4 of us.  Very clean and well kept, I would highly recommend John and Brenda's.","place:positive, part:positive",1,-1,-1,-1,-1,-1
96336,"The house was perfect for our group of 5.  It was beautifully decorated and the outdoor space was wonderful.  The location is also great.  It is walking distance to tons of restaurant, bars, coffee shops and parks.  John and Brens provided plenty of information on the house and responded quickly.  ","house:positive, outdoor space:positive, location:positive",1,-1,1,-1,-1,-1
96336,The place was very nicely furnished and comfortable.  We enjoyed our stay.,"place:positive, stay:positive",1,-1,1,-1,-1,-1
96336,"We had a wonderful stay here.  The location was excellent, close to downtown, and walking distance to many restaurants and shops.  John and Brenda were very helpful and were quick to respond to all our questions.  Would love to go back!","location:positive, restaurants:positive, shops:positive",1,1,-1,-1,-1,-1
96336,"Lovely home on a quiet block and just steps from all the action Queen Street West has to offer. Home was as-described, and host was responsive throughout our stay. Would recommend.","home:positive, host:positive",-1,-1,1,-1,1,-1
96336,We stayed at John and Bren's for three days from June 18 to 21 and were extremely happy with our accomodations.  Everything we needed was right at our fingertips and communcation was consistent and clear.  The house is lovely and the master bed is so very comfy.  We also made use of the hotub for an hour during our three day visit and found it a great feature for relaxation and rest.  The breakfast that was left for us for also a lovely touch.  All in all our stay was excellent -  all we could have hoped for!,"house:positive, master bed:positive, breakfast:positive",-1,1,1,-1,-1,-1
